,V1,V3,V5,V7,V9,V10,V11,V12,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
137,83,3528981,180,26,80,127,1362,0,40,0.1219,0.2308,0.3462,0.0066,0.5,1.0,1.0,2.2553,0.9542,1.415,0.6539,-0.1702,0.3882,1,0,0,0,0,0,1
138,375,1063504,170,23,79,127,1698,0,60,0.4417,0.3281,0.4783,0.0065,0.6111,1.0,1.0,2.2304,1.0414,1.3617,0.5217,-0.1704,0.4187,1,0,0,0,0,0,1
139,1136,1421726,83,20,110,134,1696,0,60,0.6533,0.3083,0.3,0.0035,0.4286,1.0,1.0,1.9191,0.7782,1.301,0.7,-0.0666,0.2288,1,0,0,0,0,0,1
140,451,2550845,2705,359,28,126,1364,1,80,0.6613,0.4573,0.0393,0.0103,0.0657,0.9916,1.0,3.4322,1.1461,2.5515,0.9607,-0.4283,1.0,1,0,0,0,0,0,1
141,1331,4270168,177,50,65,126,1360,1,100,0.0353,0.292,0.1,0.0037,0.3333,1.0,1.0,2.248,0.6990000000000001,1.699,0.9,-0.2325,0.4138,1,0,0,0,0,0,1
142,172,212157,221,31,66,125,1358,0,40,0.2533,0.3519,0.3548,0.0081,0.4231,1.0,1.0,2.3444,1.0414,1.4914,0.6452,-0.2043,0.5642,1,0,0,0,0,0,1
143,30,2277670,109,18,89,126,1358,0,40,0.0442,0.2431,0.4444,0.0059,0.5,1.0,1.0,2.0374,0.9031,1.2553,0.5556,-0.1705,0.2583,1,0,0,0,0,0,1
144,389,5427410,104,14,84,135,1362,0,40,0.5712,0.2571,0.7143,0.0073,0.7143,1.0,1.0,2.017,1.0,1.1461,0.2857,-0.1175,0.2532,1,0,0,0,0,0,1
145,450,11741476,3319,357,37,133,1360,0,40,0.6618,0.4189,0.0448,0.0118,0.0724,1.0,1.0,3.5210000000000004,1.2041,2.5527,0.9552,-0.1436,1.0,1,0,0,0,0,0,1
146,41,12577343,501,53,49,127,1358,0,40,0.0604,0.2729,0.2453,0.0096,0.3939,1.0,1.0,2.6998,1.1139,1.7243,0.7547,-0.2746,0.9294,1,0,0,0,0,0,1
147,295,12725281,291,33,68,126,1358,0,40,0.4345,0.3217,0.3939,0.0096,0.65,1.0,1.0,2.4639,1.1139,1.5185,0.6061,-0.2292,0.6995,1,0,0,0,0,0,1
148,268,12917033,444,61,78,126,1360,0,40,0.3941,0.3383,0.1803,0.0081,0.2558,1.0,1.0,2.6474,1.0414,1.7853,0.8197,-0.2035,0.9212,1,0,0,0,0,0,1
149,62,12987661,258,31,75,125,1360,0,40,0.0912,0.3065,0.3871,0.0088,0.4444,1.0,1.0,2.4116,1.0792,1.4914,0.6129,-0.1854,0.6142,1,0,0,0,0,0,1
150,18,471253,168,28,102,143,1360,1,70,0.0265,0.25,0.2857,0.0059,0.3333,1.0,1.0,2.2253,0.9031,1.4472,0.7143,-0.0575,0.3725,1,0,0,0,0,0,1
151,16,786881,136,19,99,143,1358,1,70,0.0236,0.2842,0.5263,0.0074,0.5263,1.0,1.0,2.1335,1.0,1.2787,0.4737,-0.0481,0.3212,1,0,0,0,0,0,1
152,19,808173,119,26,97,143,1358,1,70,0.027999999999999997,0.4915,0.3462,0.0066,0.3462,1.0,1.0,2.0756,0.9542,1.415,0.6539,-0.05,0.3882,1,0,0,0,0,0,1
153,16,1377748,257,34,91,151,1356,1,70,0.0236,0.2441,0.2941,0.0074,0.4762,1.0,1.0,2.4099,1.0,1.5315,0.7059,-0.0559,0.5626,1,0,0,0,0,0,1
154,14,1461247,265,56,106,156,1358,1,70,0.0206,0.4647,0.1636,0.0066,0.1915,0.9821,1.0,2.4232,0.9542,1.7404,0.8364,0.004,0.7833,1,0,0,0,0,0,1
155,13,1488612,105,24,120,150,1358,1,70,0.0192,0.4531,0.3333,0.0059,0.4444,1.0,1.0,2.0212,0.9031,1.3802,0.6667,0.0374,0.3241,1,0,0,0,0,0,1
156,15,1620686,154,22,103,156,1358,1,70,0.0221,0.2222,0.4091,0.0066,0.45,1.0,1.0,2.1875,0.9542,1.3424,0.5909,0.0,0.3329,1,0,0,0,0,0,1
157,17,1651888,145,21,101,156,1358,1,70,0.025,0.2328,0.4286,0.0066,0.5,1.0,1.0,2.1614,0.9542,1.3222,0.5714,0.0073,0.3197,1,0,0,0,0,0,1
158,1166,2258648,123,17,116,143,1708,1,100,0.6124,0.5376,0.7368,0.0111,0.5758,0.8235,0.0,2.0899,1.2787,1.1461,-0.2632,0.0072,0.4399,0,1,0,0,0,0,1
159,7,21512,56,6,108,132,1354,1,70,0.0103,0.2222,0.5,0.0089,0.9231,1.0,0.0,1.7482,1.0792,0.7782,-0.5,-0.0748,0.1773,0,1,0,0,0,0,1
160,37,50442,226,31,100,132,1354,1,70,0.0547,0.435,0.64,0.0118,0.4848,0.8065,1.0,2.3541,1.2041,1.3979,0.36,-0.1163,0.6574,0,1,0,0,0,0,1
161,39,66522,436,56,71,117,1354,1,70,0.0576,0.3512,0.2143,0.0089,0.2927,1.0,1.0,2.6395,1.0792,1.7482,0.7857,-0.3004,0.9216,0,1,0,0,0,0,1
162,193,82308,84,11,99,118,1354,1,70,0.2851,0.3636,0.9167,0.0089,0.6316,1.0,0.0,1.9243,1.0792,1.0414,-0.0833,-0.1485,0.2432,0,1,0,0,0,0,1
163,145,102099,63,15,109,140,1354,1,70,0.2142,0.625,0.8571,0.0103,0.7,0.8,0.0,1.7993,1.1461,1.0792,-0.1429,-0.0387,0.2901,0,1,0,0,0,0,1
164,39,118073,1590,172,80,116,1354,1,70,0.0576,0.552,0.1243,0.0155,0.1469,0.9826,1.0,3.2014,1.3222,2.2279,0.8757,-0.2431,1.0,0,1,0,0,0,0,1
165,141,133683,2267,161,96,127,1354,1,70,0.2083,0.6213,0.2808,0.0303,0.204,0.9068,1.0,3.3554,1.6128,2.1644,0.7192,-0.1426,1.0,0,1,0,0,0,0,1
166,68,149046,521,54,104,135,1354,1,70,0.1004,0.6764,0.7609,0.0258,0.3889,0.8518,1.0,2.7168,1.5441,1.6628,0.2391,-0.0564,0.9998,0,1,0,0,0,0,1
167,81,162885,395,59,92,127,1356,1,70,0.1195,0.4475,0.2364,0.0096,0.2407,0.9322,1.0,2.5966,1.1139,1.7404,0.7636,-0.1797,0.94,0,1,0,0,0,0,1
168,0,177337,353,56,79,118,1352,1,70,0.0,0.5847,0.34,0.0126,0.3207,0.8929,1.0,2.5478,1.2305,1.699,0.66,-0.2844,0.9747,0,1,0,0,0,0,1
169,94,190885,205,36,98,125,1354,1,70,0.1389,0.5119,0.3429,0.0089,0.3636,0.9722,1.0,2.3117,1.0792,1.5441,0.6571,-0.1268,0.6868,0,1,0,0,0,0,1
170,10,204933,135,23,46,86,1356,1,70,0.0148,0.3864,0.55,0.0081,0.6875,0.8696,1.0,2.1303,1.0414,1.301,0.45,-0.4918,0.3663,0,1,0,0,0,0,1
171,3,221100,294,42,47,95,1356,1,70,0.0044,0.4167,0.2857,0.0088,0.3429,1.0,1.0,2.4683,1.0792,1.6233,0.7143,-0.4515,0.7933,0,1,0,0,0,0,1
172,16,240377,71,13,86,110,1356,1,70,0.0236,0.3173,0.6154,0.0059,0.6667,1.0,1.0,1.8513,0.9031,1.1139,0.3846,-0.2496,0.2105,0,1,0,0,0,0,1
173,144,254652,56,19,109,126,1354,1,70,0.2127,0.4815,0.3333,0.0044,0.375,0.9474,1.0,1.7482,0.7782,1.2553,0.6667,-0.0802,0.215,0,1,0,0,0,0,1
174,30,274230,54,15,97,132,1354,1,70,0.0443,0.5714,0.6429,0.0066,0.5294,0.9333,1.0,1.7324,0.9542,1.1461,0.3571,-0.1447,0.2359,0,1,0,0,0,0,1
175,63,287835,400,42,78,101,1356,1,70,0.0929,0.3808,0.5588,0.013999999999999999,0.3878,0.8095,1.0,2.6021,1.2787,1.5315,0.4412,-0.3081,0.9082,0,1,0,0,0,0,1
176,166,303149,82,21,105,127,1358,1,70,0.2445,0.4306,0.4444,0.0059,0.3636,0.8571,1.0,1.9138,0.9031,1.2553,0.5556,-0.098,0.2583,0,1,0,0,0,0,1
177,158,319303,69,14,98,125,1358,1,70,0.2327,0.5071,0.7143,0.0074,0.7143,1.0,1.0,1.8389,1.0,1.1461,0.2857,-0.1328,0.2532,0,1,0,0,0,0,1
178,174,334304,114,21,106,134,1354,1,70,0.257,0.525,0.6,0.0148,0.5263,0.5714,0.0,2.0569,1.301,1.0792,-0.4,-0.0683,0.3977,0,1,0,0,0,0,1
179,513,350481,158,19,89,111,1354,1,70,0.7577,0.4803,0.8421,0.0118,0.5714,1.0,1.0,2.1987,1.2041,1.2787,0.1579,-0.2228,0.5029,0,1,0,0,0,0,1
180,25,362724,57,12,70,93,1354,1,70,0.0369,0.6042,1.0,0.0089,0.8,1.0,0.5,1.7559,1.0792,1.0792,0.0,-0.3754,0.2583,0,1,0,0,0,0,1
181,9,374580,74,11,36,84,1356,1,70,0.0133,0.2525,0.8182,0.0066,0.6,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.5411,0.2051,0,1,0,0,0,0,1
182,185,387402,75,12,104,127,1356,1,70,0.2729,0.5536,0.8571,0.0103,0.6087,1.0,0.0,1.8751,1.1461,1.0792,-0.1429,-0.1109,0.2901,0,1,0,0,0,0,1
183,134,411630,787,94,94,124,1356,1,70,0.1976,0.5888,0.2529,0.0162,0.23399999999999999,0.9255,1.0,2.8960000000000004,1.3424,1.9395,0.7471,-0.1535,1.0,0,1,0,0,0,0,1
184,81,425023,5027,403,93,143,1358,1,70,0.1193,0.7566,0.8824,0.0994,0.1805,0.3796,1.0,3.7013,2.1303,2.1847,0.1177,-0.0496,1.0,0,1,0,0,0,0,1
185,385,439180,353,40,84,111,1356,1,70,0.5678,0.5204,0.7188,0.017,0.3539,0.8,1.0,2.5478,1.3617,1.5051,0.2813,-0.2424,0.9474,0,1,0,0,0,0,1
186,34,451067,59,12,85,103,1354,1,70,0.0502,0.3854,0.6667,0.0059,0.6154,1.0,1.0,1.7708,0.9031,1.0792,0.3333,-0.2574,0.2018,0,1,0,0,0,0,1
187,1147,463836,74,13,109,132,1354,1,70,0.2866,0.5256,0.9231,0.0096,0.6842,0.9231,0.0,1.8692,1.1139,1.0792,-0.0769,-0.0588,0.2739,0,1,0,0,0,0,1
188,260,477075,55,7,101,124,1356,1,70,0.3835,0.3452,0.5833,0.0088,1.0,1.0,0.0,1.7404,1.0792,0.8451,-0.4167,-0.1327,0.1892,0,1,0,0,0,0,1
189,1,494893,397,56,33,84,1354,1,70,0.0015,0.5006,0.28300000000000003,0.0111,0.3,0.9464,1.0,2.5988,1.1761,1.7243,0.7170000000000001,-0.5678,0.9639,0,1,0,0,0,0,1
190,225,506783,123,16,95,118,1356,1,70,0.3319,0.4115,0.5789,0.013999999999999999,0.6786,0.6875,0.0,2.0899,1.2787,1.0414,-0.4211,-0.1649,0.3494,0,1,0,0,0,0,1
191,369,518261,78,12,95,119,1356,1,70,0.5443,0.3554,1.0,0.0081,0.4583,0.9167,0.5,1.8921,1.0414,1.0414,0.0,-0.1599,0.23,0,1,0,0,0,0,1
192,436,530968,63,17,90,116,1356,1,70,0.6431,0.3823,0.3529,0.0044,0.3529,1.0,1.0,1.7993,0.7782,1.2305,0.6471,-0.2096,0.2083,0,1,0,0,0,0,1
193,506,548929,170,25,105,126,1356,1,70,0.7463,0.4551,0.5417,0.0096,0.4643,0.96,1.0,2.2304,1.1139,1.3802,0.4583,-0.0809,0.5162,0,1,0,0,0,0,1
194,109,560425,124,20,97,124,1352,1,70,0.1612,0.4833,0.6,0.0089,0.6667,1.0,1.0,2.0934,1.0792,1.301,0.4,-0.1464,0.3977,0,1,0,0,0,0,1
195,49,573049,884,98,77,118,1356,1,70,0.0723,0.4177,0.3188,0.0162,0.2076,0.7041,1.0,2.9464,1.3424,1.8389,0.6812,-0.2601,0.9997,0,1,0,0,0,0,1
196,51,585861,139,27,40,78,1356,1,70,0.0752,0.4852,0.3704,0.0074,0.4762,1.0,1.0,2.1430000000000002,1.0,1.4314,0.6296,-0.5373,0.4465,0,1,0,0,0,0,1
197,397,604478,444,50,97,134,1358,1,70,0.5847,0.5067,0.36,0.0132,0.3103,1.0,1.0,2.6474,1.2553,1.699,0.64,-0.091,0.9818,0,1,0,0,0,0,1
198,703,618132,112,17,87,111,1356,1,70,0.941,0.5333,0.9375,0.0111,0.6522,0.9412,1.0,2.0492,1.1761,1.2041,0.0625,-0.222,0.3977,0,1,0,0,0,0,1
199,405,634279,71,10,113,135,1358,1,70,0.5965,0.2828,0.8182,0.0081,0.7333,0.9,0.0,1.8513,1.0414,0.9542,-0.1818,-0.0291,0.2051,0,1,0,0,0,0,1
200,135,646729,77,20,97,124,1356,1,70,0.1991,0.45,0.35,0.0052,0.4667,1.0,1.0,1.8865,0.8451,1.301,0.65,-0.1645,0.2532,0,1,0,0,0,0,1
201,0,677297,812,120,51,93,1358,1,70,0.0,0.5167,0.1167,0.0103,0.1505,1.0,1.0,2.9096,1.1461,2.0792,0.8833,-0.4202,0.9999,0,1,0,0,0,0,1
202,10,697885,2904,207,22,86,1358,1,70,0.0147,0.5551,0.1569,0.0236,0.1624,0.9855,1.0,3.463,1.5051,2.3096,0.8431,-0.6096,1.0,0,1,0,0,0,0,1
203,10,718425,964,103,29,84,1356,1,70,0.0148,0.5436,0.2292,0.0162,0.2076,0.932,1.0,2.9841,1.3424,1.9823,0.7708,-0.5644,1.0,0,1,0,0,0,0,1
204,8,751592,521,67,43,78,1358,1,70,0.0118,0.6461,0.3594,0.0169,0.3771,0.9552,1.0,2.7168,1.3617,1.8062,0.6406,-0.5274,0.9996,0,1,0,0,0,0,1
205,216,763872,938,94,102,133,1356,1,70,0.3186,0.6322,0.4533,0.0251,0.2906,0.7979,1.0,2.9722,1.5315,1.8751,0.5467,-0.0828,1.0,0,1,0,0,0,0,1
206,34,776120,4315,380,82,148,1354,1,70,0.0502,0.8648,0.3454,0.0776,0.2234,0.8,1.0,3.635,2.0212,2.4829,0.6546,-0.1328,1.0,0,1,0,0,0,0,1
207,226,791161,995,90,95,133,1354,1,70,0.3338,0.5084,0.2614,0.017,0.3286,0.9778,1.0,2.9978,1.3617,1.9445,0.7386,-0.1285,1.0,0,1,0,0,0,0,1
208,174,802771,585,56,96,125,1352,1,70,0.2574,0.4265,0.3922,0.0148,0.198,0.9107,1.0,2.7672,1.301,1.7076,0.6078,-0.1561,0.9917,0,1,0,0,0,0,1
209,0,814236,7292,536,43,108,1352,1,70,0.0,0.496,0.0946,0.0274,0.0794,0.7295,1.0,3.8628,1.5682,2.5922,0.9054,-0.3475,1.0,0,1,0,0,0,0,1
210,2,830707,1014,102,40,79,1356,1,70,0.003,0.5391,0.2841,0.0184,0.2604,0.8627,1.0,3.0060000000000002,1.3979,1.9445,0.7159,-0.5282,1.0,0,1,0,0,0,0,1
211,161,851460,1784,99,95,135,1354,1,70,0.2378,0.4005,0.3441,0.0236,0.3556,0.9394,1.0,3.2514,1.5051,1.9685,0.6559,-0.113,1.0,0,1,0,0,0,0,1
212,123,874488,573,62,90,126,1354,1,70,0.1817,0.4974,0.3509,0.0148,0.2985,0.9194,1.0,2.7582,1.301,1.7559,0.6491,-0.1819,0.9963,0,1,0,0,0,0,1
213,65,896899,2875,161,82,133,1352,1,70,0.0962,0.4457,0.2932,0.0289,0.1931,0.8261,1.0,3.4586,1.5911,2.1239,0.7068,-0.1407,1.0,0,1,0,0,0,0,1
214,27,908862,2483,129,44,101,1354,1,70,0.0399,0.3095,0.2339,0.0214,0.271,0.9612,1.0,3.395,1.4624,2.0934,0.7661,-0.3758,1.0,0,1,0,0,0,0,1
215,244,923170,709,55,105,132,1352,1,70,0.3609,0.4422,0.7561,0.0229,0.369,0.7455,1.0,2.8507,1.4914,1.6128,0.2439,-0.0785,0.9984,0,1,0,0,0,0,1
216,144,936743,1148,94,89,132,1354,1,70,0.2127,0.3247,0.2353,0.0148,0.2353,0.9043,1.0,3.0599,1.301,1.9294,0.7647,-0.1725,0.9999,0,1,0,0,0,0,1
217,138,949306,3811,230,78,124,1358,1,70,0.2032,0.557,0.24600000000000002,0.0339,0.1957,0.813,1.0,3.5810000000000004,1.6628,2.2718,0.754,-0.2498,1.0,0,1,0,0,0,0,1
218,66,961682,613,77,90,117,1356,1,70,0.0974,0.4875,0.5652,0.0192,0.2737,0.5974,1.0,2.7875,1.415,1.6628,0.4348,-0.191,0.9974,0,1,0,0,0,0,1
219,168,973635,540,70,110,135,1354,1,70,0.2482,0.39799999999999996,0.1884,0.0096,0.1884,0.9857,1.0,2.7324,1.1139,1.8389,0.8116,-0.0425,0.9814,0,1,0,0,0,0,1
220,168,983776,694,53,94,127,1354,1,70,0.2482,0.5876,0.6471,0.0244,0.55,0.9623,1.0,2.8414,1.5185,1.7076,0.3529,-0.1254,0.9999,0,1,0,0,0,0,1
221,157,1009876,67,13,113,140,1352,1,70,0.2323,0.4417,0.8333,0.0074,0.6667,0.9231,1.0,1.8261,1.0,1.0792,0.1667,-0.0115,0.2288,0,1,0,0,0,0,1
222,189,1025376,1348,100,81,118,1356,1,70,0.2788,0.4441,0.2577,0.0184,0.2551,0.97,1.0,3.1297,1.3979,1.9868,0.7423,-0.2654,1.0,0,1,0,0,0,0,1
223,61,1036126,265,40,86,116,1356,1,70,0.09,0.5546,0.4857,0.0125,0.3617,0.875,1.0,2.4232,1.2305,1.5441,0.5143,-0.213,0.8756,0,1,0,0,0,0,1
224,176,1048818,138,16,114,141,1356,1,70,0.2596,0.4202,0.8235,0.0125,0.5667,0.875,0.0,2.1399,1.2305,1.1461,-0.1765,-0.0209,0.3945,0,1,0,0,0,0,1
225,141,1060291,109,22,102,132,1356,1,70,0.20800000000000002,0.6189,0.5909,0.0096,0.52,1.0,1.0,2.0374,1.1139,1.3424,0.4091,-0.0968,0.4729,0,1,0,0,0,0,1
226,172,1072228,74,20,98,119,1354,1,70,0.2541,0.4714,0.35,0.0052,0.3684,1.0,1.0,1.8692,0.8451,1.301,0.65,-0.1525,0.2532,0,1,0,0,0,0,1
227,460,1082731,7579,431,95,141,1356,1,70,0.6785,0.5386,0.3333,0.0546,0.1252,0.5151,1.0,3.8796,1.8692,2.3463,0.6667,-0.0538,1.0,0,1,0,0,0,0,1
228,137,1093477,184,15,96,118,1354,1,70,0.2024,0.3544,0.7895,0.013999999999999999,0.6129,1.0,0.0,2.2648,1.2787,1.1761,-0.2105,-0.1737,0.4713,0,1,0,0,0,0,1
229,14,1105359,252,36,52,94,1356,1,70,0.0206,0.5,0.6429,0.0133,0.3273,0.7778,1.0,2.4014,1.2553,1.4472,0.3571,-0.3908,0.7933,0,1,0,0,0,0,1
230,212,1116878,62,14,98,124,1354,1,70,0.3131,0.5571,0.7143,0.0074,0.7143,1.0,1.0,1.7924,1.0,1.1461,0.2857,-0.1408,0.2532,0,1,0,0,0,0,1
231,114,1127920,60,8,102,124,1354,1,70,0.1684,0.3407,0.5385,0.0096,0.9286,0.875,0.0,1.7781,1.1139,0.8451,-0.4615,-0.1296,0.1965,0,1,0,0,0,0,1
232,242,1137747,55,14,109,127,1354,1,70,0.3575,0.45,1.0,0.0074,0.5,0.7143,0.5,1.7404,1.0,1.0,0.0,-0.0791,0.2061,0,1,0,0,0,0,1
233,38,1148345,241,35,42,85,1356,1,70,0.055999999999999994,0.4926,0.76,0.0184,0.5556,0.5429,0.0,2.3819999999999997,1.3979,1.2787,-0.24,-0.5178,0.7598,0,1,0,0,0,0,1
234,107,1159125,54,7,102,124,1354,1,70,0.1581,0.4066,0.5385,0.0096,0.7222,1.0,0.0,1.7324,1.1139,0.8451,-0.4615,-0.1124,0.1965,0,1,0,0,0,0,1
235,119,1172603,128,30,111,140,1356,1,70,0.1755,0.4483,0.2759,0.0059,0.3636,0.9667,1.0,2.1072,0.9031,1.4624,0.7241,-0.0298,0.385,0,1,0,0,0,0,1
236,1341,1184511,51,14,51,117,1358,1,70,0.0162,0.3929,0.4286,0.0044,0.3529,1.0,1.0,1.7076,0.7782,1.1461,0.5714,-0.3108,0.1892,0,1,0,0,0,0,1
237,75,1196901,61,14,81,109,1354,1,70,0.1108,0.3776,0.5,0.0052,0.5833,1.0,1.0,1.7853,0.8451,1.1461,0.5,-0.2706,0.204,0,1,0,0,0,0,1
238,195,1211728,780,83,96,126,1356,1,70,0.2876,0.4938,0.3433,0.017,0.217,0.8072,1.0,2.8921,1.3617,1.8261,0.6567,-0.154,0.9997,0,1,0,0,0,0,1
239,462,1226170,493,38,105,141,1354,1,70,0.6824,0.3958,0.7059,0.0177,0.4286,0.8947,1.0,2.6929,1.3802,1.5315,0.2941,-0.0508,0.9685,0,1,0,0,0,0,1
240,603,1266537,65,12,95,115,1358,1,70,0.8881,0.3434,0.8182,0.0066,0.9,0.9167,1.0,1.8129,0.9542,1.0414,0.1818,-0.1879,0.2051,0,1,0,0,0,0,1
241,220,1285730,138,21,93,118,1358,1,70,0.324,0.4812,0.7368,0.0103,0.5,0.9048,1.0,2.1399,1.1461,1.2787,0.2632,-0.1646,0.4399,0,1,0,0,0,0,1
242,225,1301932,85,16,93,111,1358,1,70,0.3314,0.5914,0.8125,0.0118,0.6956,0.8125,0.0,1.9294,1.2041,1.1139,-0.1875,-0.2127,0.3479,0,1,0,0,0,0,1
243,18,1312116,59,16,41,71,1356,1,70,0.0266,0.3854,0.375,0.0044,0.4,1.0,1.0,1.7708,0.7782,1.2041,0.625,-0.5902,0.2018,0,1,0,0,0,0,1
244,294,1323717,222,29,104,125,1358,1,70,0.433,0.4337,0.5,0.0103,0.56,0.9655,1.0,2.3463,1.1461,1.4472,0.5,-0.09699999999999999,0.6453,0,1,0,0,0,0,1
245,79,1335585,73,11,103,126,1356,1,70,0.1165,0.4297,0.5,0.0118,0.8,0.7273,0.0,1.8633,1.2041,0.9031,-0.5,-0.1088,0.2384,0,1,0,0,0,0,1
246,478,1346996,286,33,95,125,1356,1,70,0.705,0.6635,0.7353,0.0251,0.6296,0.7576,0.0,2.4564,1.5315,1.3979,-0.2647,-0.1664,0.9747,0,1,0,0,0,0,1
247,65,1359784,390,36,80,118,1358,1,70,0.0957,0.2778,0.4167,0.011000000000000001,0.5,1.0,1.0,2.5911,1.1761,1.5563,0.5833,-0.2253,0.8299,0,1,0,0,0,0,1
248,165,1373431,52,13,95,111,1358,1,70,0.243,0.5702,1.0,0.0081,0.6471,0.8461,0.5,1.716,1.0414,1.0414,0.0,-0.1923,0.23,0,1,0,0,0,0,1
249,135,1385900,98,14,89,113,1360,1,70,0.1985,0.3636,0.7857,0.0081,0.4783,1.0,1.0,1.9912,1.0414,1.1461,0.2143,-0.2241,0.2712,0,1,0,0,0,0,1
250,85,1398904,61,11,102,124,1358,1,70,0.1252,0.4455,0.9091,0.0081,0.9167,0.9091,0.0,1.7853,1.0414,1.0,-0.0909,-0.1247,0.2173,0,1,0,0,0,0,1
251,356,1411801,75,16,89,109,1358,1,70,0.5243,0.513,0.7857,0.0081,0.5789,0.875,1.0,1.8751,1.0414,1.1461,0.2143,-0.2308,0.2712,0,1,0,0,0,0,1
252,49,1427809,705,76,73,117,1358,1,70,0.0722,0.5670000000000001,0.2973,0.0162,0.2895,0.9737,1.0,2.8482,1.3424,1.8692,0.7027,-0.29600000000000004,0.9998,0,1,0,0,0,0,1
253,484,1457758,196,35,104,127,1360,1,70,0.7118,0.6245,0.6207,0.0213,0.5577,0.5143,0.0,2.2923,1.4624,1.2553,-0.3793,-0.1018,0.8123,0,1,0,0,0,0,1
254,108,1471277,64,13,102,124,1356,1,70,0.1593,0.5152,0.9167,0.0088,0.75,0.8461,0.0,1.8062,1.0792,1.0414,-0.0833,-0.1191,0.2432,0,1,0,0,0,0,1
255,357,1483879,130,25,90,117,1358,1,70,0.5258,0.5454,0.5909,0.0096,0.5,0.88,1.0,2.1139,1.1139,1.3424,0.4091,-0.2076,0.4729,0,1,0,0,0,0,1
256,169,1495862,215,22,103,125,1356,1,70,0.2493,0.3978,0.8095,0.0125,0.4722,0.9546,1.0,2.3324,1.2305,1.3222,0.1905,-0.1111,0.5903,0,1,0,0,0,0,1
257,37,1508012,178,28,92,116,1356,1,70,0.0546,0.4221,0.3929,0.0081,0.44,1.0,1.0,2.2504,1.0414,1.4472,0.6071,-0.17600000000000002,0.5096,0,1,0,0,0,0,1
258,116,1536604,155,27,96,120,1356,1,70,0.1711,0.4259,0.3704,0.0074,0.4167,1.0,1.0,2.1903,1.0,1.4314,0.6296,-0.1594,0.4465,0,1,0,0,0,0,1
259,0,1549800,1030,92,49,84,1354,1,70,0.0,0.3342,0.1868,0.0126,0.2361,0.9891,1.0,3.0128,1.2305,1.959,0.8132,-0.455,0.9998,0,1,0,0,0,0,1
260,824,1564536,140,22,99,125,1356,1,70,0.7552,0.6667,0.9524,0.0148,0.7407,0.9546,1.0,2.1461,1.301,1.3222,0.0476,-0.1325,0.6868,0,1,0,0,0,0,1
261,53,1578055,1470,82,70,118,1356,1,70,0.0782,0.4772,0.5135,0.027999999999999997,0.4524,0.9024,1.0,3.1673,1.5798,1.8692,0.4865,-0.2935,1.0,0,1,0,0,0,0,1
262,248,1589431,69,19,100,119,1356,1,70,0.3658,0.5893,0.8571,0.0103,0.7,0.6316,0.0,1.8389,1.1461,1.0792,-0.1429,-0.1408,0.2901,0,1,0,0,0,0,1
263,104,1602180,231,23,117,143,1356,1,70,0.1534,0.3921,0.95,0.0148,0.6452,0.8261,0.0,2.3636,1.301,1.2787,-0.05,0.0111,0.6268,0,1,0,0,0,0,1
264,115,1622697,169,28,105,127,1356,1,70,0.1696,0.6168,1.0,0.0155,0.6364,0.75,0.5,2.2279,1.3222,1.3222,0.0,-0.0944,0.7161,0,1,0,0,0,0,1
265,31,1647143,445,55,91,118,1354,1,70,0.0458,0.5408,0.3726,0.013999999999999999,0.2639,0.9273,1.0,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,0,1,0,0,0,0,1
266,221,1658742,245,33,100,124,1354,1,70,0.3264,0.3951,0.5556,0.0111,0.4054,0.8182,1.0,2.3892,1.1761,1.4314,0.4444,-0.1199,0.6648,0,1,0,0,0,0,1
267,195,1671098,99,13,111,132,1358,1,70,0.2872,0.4107,0.8571,0.0103,0.875,0.9231,0.0,1.9956,1.1461,1.0792,-0.1429,-0.0486,0.2901,0,1,0,0,0,0,1
268,144,1686794,55,17,104,125,1358,1,70,0.2121,0.6181,0.5625,0.0066,0.4737,0.9412,1.0,1.7404,0.9542,1.2041,0.4375,-0.127,0.2583,0,1,0,0,0,0,1
269,449,1699784,873,100,106,133,1358,1,70,0.6613,0.7306,0.625,0.053,0.4138,0.45,0.0,2.9410000000000003,1.8573,1.6532,-0.375,-0.0702,1.0,0,1,0,0,0,0,1
270,55,1713172,64,13,102,126,1356,1,70,0.0811,0.4667,0.8333,0.0074,0.625,0.9231,1.0,1.8062,1.0,1.0792,0.1667,-0.1106,0.2288,0,1,0,0,0,0,1
271,142,1723382,60,11,96,117,1360,1,70,0.2088,0.5385,0.7692,0.0096,0.65,0.9091,0.0,1.7781,1.1139,1.0,-0.2308,-0.1849,0.2408,0,1,0,0,0,0,1
272,49,1736811,120,18,90,125,1356,1,70,0.0723,0.5804,0.4231,0.0192,0.8387,0.6111,0.0,2.0792,1.415,1.0414,-0.5769,-0.1645,0.4729,0,1,0,0,0,0,1
273,322,1747625,314,50,110,140,1356,1,70,0.4749,0.7437,1.0,0.0258,0.4167,0.7,0.5,2.4969,1.5441,1.5441,0.0,-0.0397,0.9979,0,1,0,0,0,0,1
274,210,1761692,61,11,112,132,1356,1,70,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,0,1,0,0,0,0,1
